Words,Language
malpuvara,Tulu
.,sym
prasiddi,Kannada
parkaLa,Location
pura,Tulu
script,English
Du,Tulu
oamjaamDalaa,Tulu
eDDe,Tulu
pamch,English
aavaD,Tulu
aakTimg,English
aavaD,Tulu
iththamDaa,Tulu
.,sym
Sundarannan,Name
thunaga,Tulu
jolly,English
aapundu,Tulu
.,sym
Saman,Tulu
Maya,Kannada
avandina,Tulu
puniya,Tulu
.,sym
Anchoring,English
mlpunar,Tulu
er,Tulu
onthe,Tulu
jasthi,Tulu
tulu,Name
ne,Tulu
patherle,Tulu
.,sym
sunil,Name
ovar,English
aakTimg,English
appumDu,Tulu
kammi,Tulu
malpu,Tulu
ok,English
.,sym
navin,Name
Di,Other
paDil,Location
aravimd,Name
boLaara,Location
daane,Tulu
ijji,Kannada
.,sym
Nanu,Kannada
meghana,Name
Raj,Name
andukonde,Kannada
.,sym
Nurse,English
super,English
uller,Tulu
.,sym
Yenchi,Tulu
karma,Kannada
marre,Tulu
.,sym
Full,English
movie,English
upload,English
malpule,Tulu
plz,English
.,sym
plss,English
dagalbajilu,Tulu
upload,English
malpule,Tulu
.,sym
Meaning,English
full,English
drama,English
undu,Tulu
etteda,Tulu
life,English
yencha,Tulu
apundu,Tulu
pand,Tulu
e,Tulu
drama,English
tojaundu,Tulu
.,sym
Netha,Tulu
dumbudani,Tulu
yank,Tulu
aravind,Name
bolar,Location
bangalore,Location
da,Tulu
bust,Mixed
thikditter,Tulu
.,sym
Enchinade,Tulu
Raksha,Name
chi,Tulu
chi,Tulu
.,sym
Suprrrr,English
kukkku,Tulu
chotu,Name
.,sym
Yerna,Tulu
pura,Tulu
undu,Tulu
vedio,English
tudu,Tulu
pukuli,Tulu
Maya,Kannada
athnd,Tulu
.,sym
mer,Tulu
olu,Tulu
ippuni,Tulu
vaa,Tulu
uru,Kannada
.,sym
Naraka,Tulu
pura,Tulu
enchina,Tulu
video,English
yedde,Tulu
video,English
manpule,Tulu
masth,Tulu
jana,Kannada
tuper,Tulu
.,sym
Daye,Tulu
Anna,Kannada
bgmda,Mixed
Tamil,Name
songn,Mixed
padunu,Tulu
.,sym
Nice,English
song,English
pukuli,Tulu
baari,Tulu
shokunduye,Tulu
.,sym
Naida,Tulu
mage,Tulu
bvrc,Tulu
Vijaya,Name
daye,Tulu
deetera,Tulu
.,sym
Mande,Tulu
sarta,Tulu
malpyare,Tulu
aapuji,Tulu
imbe,Tulu
wa,Tulu
photographerge,Mixed
.,sym
Devadas,Name
sirna,Mixed
voicen,Mixed
imitate,English
super,English
boss,English
congrats,English
.,sym
shok,Tulu
ettind,Tulu
ye,Tulu
.,sym
Walter,Name
sir,English
ee,Tulu
bajarinakulu,Tulu
oolu,Tulu
thikkier,Tulu
.,sym
Pukuli,Tulu
Maya,Kannada
Wa,English
marl,Tulu
mare,Tulu
.,sym
Sundar,Name
bangadi,Name
.,sym
Pukuli,Tulu
tikknda,Tulu
yereg,Tulu
andala,Tulu
mangloreans,English
.,sym
yemth,Kannada
saavaa,Kannada
pukuli,Tulu
maayaak,Tulu
.,sym
Duddu,Tulu
orind,Tulu
mamuna,Tulu
.,sym
Undu,Tulu
yede,Tulu
team,English
mokuna,Tulu
lakumi,Name
team,English
natakada,Kannada
naveen,Name
anne,Kannada
undete,Tulu
etheru,Tulu
.,sym
SwAmi,Kannada
koragajja,Name
kapule,Tulu
.,sym
Bobbe,Tulu
kammi,Tulu
padle,Tulu
.,sym
I,English
love,English
entire,English
script,English
masth,Tulu
ista,Kannada
andu,Tulu
.,sym
Hendathi,Kannada
kooda,Kannada
oĺle,Kannada
acter,English
.,sym
Ab,Other
bade,Other
fayde,Other
.,sym
super,English
comedy,English
marree,Tulu
.,sym
Nimage,Kannada
hindhu,Name
dharma,Kannada
ve,Kannada
siguda,Kannada
comedy,English
madlikke,Kannada
Namma,Kannada
devarannu,Kannada
e,Kannada
reethi,Kannada
naave,Kannada
avahelana,Kannada
madire,Kannada
.,sym
Musth,Tulu
ista,Kannada
and,Tulu
nanaath,Tulu
Namma,Kannada
thulanad,Name
thopavnanchina,Tulu
chitranag,Kannada
kapuvamatha,Tulu
kalavidhrgla,Kannada
solmelu,Tulu
.,sym
Kudonji,Tulu
nataka,Kannada
malpule,Tulu
pls,English
.,sym
Kalavati,Name
Dayanand,Name
voicege,Mixed
.,sym
Yan,Tulu
lakkad,Tulu
korpae,Tulu
e,Tulu
kankane,Tulu
paad,Tulu
.,sym
Please,English
next,English
partnnu,Mixed
haki,Kannada
sir,English
.,sym
bluTuth,English
yus,English
malthomdu,Tulu
spaaT,English
Dailaag,English
rekaarDimge,English
yus,English
maldolilaa,Tulu
.,sym
Nigale,Tulu
byari,Tulu
base,Tulu
super,English
.,sym
Sandeep,Name
Anna,Kannada
Shetty,Name
Super,English
.,sym
baari,Tulu
porlu,Tulu
aathumDu,Tulu
.,sym
Super,English
athnd,Tulu
annanala,Tulu
akkanala,Tulu
acting,English
.,sym
Yaan,Tulu
Maskiri,Kannada
kudlada,Location
malla,Tulu
faan,English
aitla,Tulu
dpak,Name
anne,Kannada
.,sym
Shuruk,Tulu
comedy,English
malpun,Tulu
last,English
g,Tulu
msg,English
korpun,Tulu
undhe,Tulu
aand,Tulu
.,sym
ne,Tulu
episodela,Mixed
paadle,Tulu
.,sym
Op,Tulu
comedy,English
mare,Tulu
.,sym
full,English
video,English
padle,Tulu
yanori,Tulu
baroliya,Tulu
da,Tulu
.,sym
K,English
serusko,Kannada
meaning,English
ppz,English
.,sym
Super,English
song,English
dada,Other
.,sym
Modla,Kannada
kannadakke,Kannada
mareyade,Kannada
kodod,Kannada
kali,Kannada
r,Kannada
le,Kannada
nimmour,Kannada
tull,Kannada
.,sym
Super,English
comedy,English
maza,Other
aya,Other
.,sym
Super,English
super,English
super,English
comedy,English
yee,Tulu
.,sym
Super,English
appe,Tulu
I,English
love,English
you,English
ajji,Kannada
.,sym
Yenna,Tulu
fav,English
song,English
.,sym
Kala,Kannada
tarangada,Kannada
dumbu,Tulu
pira,Tulu
yennile,Tulu
nataka,Kannada
upload,English
malpule,Tulu
.,sym
Pukuli,Tulu
songn,Mixed
imbe,Tulu
raisadhe,Tulu
Pukuli,Tulu
dong,English
fan,English
from,English
kasaragod,Location
.,sym
comedy,English
aath,Tulu
itthji,Tulu
bt,English
performance,English
yedde,Tulu
itthnd,Tulu
dinakarannana,Tulu
act,English
superb,English
real,English
director,English
.,sym
Ooooo,English
mukulu,Tulu
dada,Tulu
thirtha,Kannada
meeyere,Tulu
baidina,Tulu
.,sym
Super,English
swami,Kannada
koraga,Name
ajja,Kannada
.,sym
supar,English
supar,English
kaamiDi,English
.,sym
hats,English
up,English
naveenanna,Name
.,sym
Really,English
actng,English
what,English
a,English
beautiful,English
tulu,Name
cinemag,Mixed
ninna,Kannada
lekka,Tulu
actor,English
bod,Tulu
best,English
of,English
luck,English
baby,English
.,sym
Comedy,English
bhari,Tulu
laiku,Tulu
undu,Tulu
full,English
movie,English
link,English
unda,Tulu
.,sym
Bale,Tulu
telipale,Tulu
super,English
apudu,Tulu
.,sym
Wow,English
super,English
attundu,Tulu
.,sym
over,English
acting,English
sandeep,Name
shetty,Name
dressing,English
Sen,English
s,English
nt,English
gud,English
Riya,Name
palekar,Tulu
.,sym
Pukuli,Tulu
pannet,Tulu
aandh,Tulu
pothel,Tulu
panthunda,Tulu
.,sym
Nama,Tulu
thulu,Name
bhase,Kannada
kuda,Tulu
nama,Tulu
bollilu,Tulu
owegla,Tulu
kammi,Tulu
ejji,Tulu
.,sym
Saripandar,Tulu
waltersir,Name
pornjovu,Tulu
Andala,Tulu
Avu,Tulu
Mokalna,Tulu
porjoverdala,Tulu
bhaynkara,Tulu
andatta,Tulu
galate,Tulu
.,sym
Pls,English
sar,English
full,English
nataka,Kannada
padle,Tulu
pls,English
.,sym
Super,English
comedyge,Mixed
.,sym
Arvind,Name
bolar,Location
na,Tulu
mast,Tulu
yedde,Tulu
aathnd,Tulu
.,sym
Dagalbajilu,Tulu
moovie,English
padle,Tulu
.,sym
Banana,English
boba,Tulu
Nina,Kannada
super,English
comdy,English
.,sym
Galate,Kannada
apuna,Tulu
andhaj,Tulu
undu,Tulu
.,sym
kushiyaand,Tulu
As,English
usual,English
Waler,Name
sir,English
.,sym
Undu,Tulu
Tulu,Name
seriala,Mixed
atth,Tulu
tamila,Mixed
.,sym
Plz,English
upload,English
ammer,Tulu
polisa,English
.,sym
Nhimmh,Kannada
dhuddu,Kannada
PACL,English
bhynnki,Kannada
haki,Kannada
ghamissbhydi,Kannada
written,English
by,English
padmavathi,Name
LIC,English
medam,English
.,sym
Waiting,English
for,English
tula,Kannada
movie,English
Aatidonji,Tulu
dina,Tulu
trailerre,Mixed
bari,Tulu
sokunduuu,Tulu
.,sym
mukleg,Tulu
copy,English
right,English
manthdh,Tulu
video,English
padndalla,Tulu
monetize,English
athnd,Tulu
.,sym
Super,English
suresh,Name
anna,Kannada
and,English
erna,Tulu
team,English
god,English
bless,English
.,sym
Niklena,Tulu
video,English
n,Tulu
time,English
thye,Tulu
.,sym
Good,English
luck,English
Prashanth,Name
anna,Kannada
.,sym
Mool,Tulu
thuLu,Name
bhashe,Kannada
da,Tulu
comment,English
dayeg,Tulu
panned,Tulu
.,sym
Anchala,Tulu
maya,Kannada
aapund,Tulu
panda,Tulu
encha,Tulu
Nepali,Location
police,English
onthe,Tulu
naadle,Tulu
pls,English
.,sym
Anyone,English
after,English
bolar,Location
troll,English
Pukuli,Tulu
nan,Tulu
magna,Kannada
Pooki,Tulu
ammakoo,Tulu
next,English
song,English
Super,English
pukuli,Tulu
.,sym
thuyare,Tulu
khushhi,Kannada
aapumDu,Tulu
supar,English
kaamiDi,English
.,sym
Niklena,Tulu
moke,Tulu
ashirvada,Kannada
prothsaha,Kannada
inchene,Tulu
namma,Kannada
teamda,Mixed
mitthu,Tulu
uppad,Tulu
.,sym
Aravind,Name
bolar,Location
na,Kannada
bombay,Location
styleda,Mixed
tulu,Name
superr,English
.,sym
Prati,Tulu
oriyagla,Tulu
enchinane,Tulu
kate,Kannada
tikkuniya,Tulu
ponnan,Tulu
beri,Tulu
patuni,Tulu
akl,Tulu
denguni,Tulu
undu,Tulu
matha,Tulu
.,sym
Kaake,Tulu
da,Tulu
baarish,Other
.,sym
Ganesh,Name
Anna,Kannada
na,Tulu
pukuli,Tulu
.,sym
Anna,Kannada
undu,Tulu
movie,English
yepa,Tulu
upload,English
malpuvar,Tulu
.,sym
Views,English
ke,Other
liye,Other
kuch,Other
bi,Other
namma,Kannada
youthg,Mixed
nan,Tulu
dada,Tulu
athnd,Tulu
.,sym
Dala,Tulu
yedde,Tulu
ejji,Tulu
movie,English
.,sym
Super,English
comedy,English
deepak,Name
rai,Name
.,sym
Akka,Kannada
Tulu,Name
Nataka,Kannada
Devdas,Name
Kapikad,Location
Aravind,Name
Bolar,Location
r,English
.,sym
iamchina,Tulu
eDDe,Tulu
thuLu,Name
sinemaa,English
nanaathu,Tulu
baroDu,Tulu
khushi,Kannada
aaamDu,Tulu
.,sym
Poppa,Tulu
nataka,Kannada
full,English
padle,Tulu
.,sym
Inchinane,Tulu
concept,English
pironji,Tulu
malthdhar,Tulu
.,sym
Mast,Tulu
porlu,Tulu
undu,Tulu
frds,English
spr,English
keep,English
smile,English
.,sym
Daivag,Tulu
avamana,Tulu
malpochi,Tulu
.,sym
Ni,Mixed
pola,Mixed
nainda,Other
Mone,Other
.,sym
Companyda,Mixed
add,English
korochi,Tulu
Add,English
kendh,Tulu
kendh,Tulu
shakh,Tulu
apundu,Tulu
.,sym
Namma,Kannada
porluda,Tulu
thulu,Name
.,sym
supper,English
ajji,Kannada
.,sym
Yedde,Tulu
story,English
emotionala,Mixed
undu,Tulu
Kudla,Location
Café,English
yo,English
.,sym
Full,English
movie,English
upload,English
malpi,Tulu
.,sym
Mast,Tulu
yedde,Tulu
undu,Tulu
.,sym
Mangloor,Location
me,English
kya,Tulu
chal,Tulu
raha,Tulu
he,Tulu
.,sym
Ode,Tulu
molena,Tulu
ammade,Tulu
konopuni,Tulu
.,sym
kotthimiri,Tulu
soppu,Kannada
atth,Tulu
.,sym
Munduvarida,Kannada
bagha,Kannada
ondu,Kannada
baari,Tulu
laik,Tulu
undu,Tulu
.,sym
Mella,Tulu
patermbe,Tulu
Nayi,Kannada
.,sym
super,English
athnd,Tulu
ajjana,Kannada
daye,Tulu
epala,Tulu
ippad,Tulu
solumelu,Tulu
.,sym
Dada,Tulu
avasthe,Tulu
narakka,Tulu
chee,Tulu
.,sym
supeer,English
undu,Tulu
ya,Tulu
.,sym
Super,English
kudi,Tulu
kandani,Tulu
.,sym
Full,English
movie,English
yepa,Tulu
YouTube,English
g,Tulu
release,English
manpuvar,Tulu
.,sym
Full,English
nataka,Kannada
plzz,English
.,sym
baji,Tulu
pedambu,Tulu
maare,Tulu
.,sym
supar,English
aad,Tulu
uamDu,Tulu
kaamiDi,English
.,sym
Kapikad,Location
over,English
act,English
.,sym
Full,English
movie,English
padle,Tulu
yanklu,Tulu
Mumbai,Location
da,Tulu
public,English
demand,English
.,sym
Va,Tulu
anna,Kannada
mast,Tulu
comidi,Tulu
.,sym
haamee,Other
parkhaaimaa,Other
chhou,Other
.,sym
Yereg,Tulu
maatha,Tulu
e,Tulu
show,English
msth,Tulu
ista,Tulu
.,sym
aravimd,Name
sir,English
la,Tulu
eppodithnd,Tulu
Last,English
episode,English
yedde,Tulu
ethnd,Tulu
.,sym
sona,Name
nigum,Name
aavya,Tulu
padya,Tulu
panare,Tulu
.,sym
Aue,Tulu
mobile,English
band,English
athnd,Tulu
er,Tulu
yencha,Tulu
othuni,Tulu
.,sym
My,English
pukuli,Tulu
blessed,English
after,English
listening,English
this,English
.,sym
Arjuner,Name
movie,English
daani,Tulu
barondijji,Tulu
.,sym
Undu,Tulu
Comedyn,Mixed
Series,English
daye,Tulu
begode,Tulu
stop,English
malthini,Tulu
.,sym
Sir,English
please,English
full,English
drama,English
upload,English
malpule,Tulu
.,sym
Yanla,Tulu
commentsn,Mixed
odarege,Tulu
battitte,Tulu
marre,Tulu
but,English
voice,English
kendudud,Tulu
yebo,Tulu
yenchina,Tulu
voice,English
marre,English
awesome,English
superb,English
.,sym
Yenchi,Tulu
padhya,Tulu
he,Tulu
pukuli,Tulu
padhya,Tulu
mare,Tulu
.,sym
Ijjinda,Tulu
complaint,English
korle,Tulu
.,sym
Plz,English
anna,Kannada
and,English
akka,Kannada
nakule,Tulu
enna,Tulu
channeln,Mixed
subscribe,English
malpule,Tulu
.,sym
Chaitra,Name
Shettyg,Name
tulu,Name
barpuja,Tulu
.,sym
All,English
time,English
favourite,English
telikeda,Tulu
Tenali,Kannada
Sunil,Name
Anna,Kannada
.,sym
Darram,Kannada
burram,Kannada
mahaanasti,Kannada
.,sym
ia,Kannada
poNNag,Tulu
panpinagul,Tulu
ye,Tulu
rlaa,Tulu
ijjera,Tulu
.,sym
Arvind,Name
sir,English
Kannada,Name
language,English
jasthi,Kannada
use,English
maaadi,Kannada
Keloke,Kannada
tumbaa,Kannada
mazaa,Other
erutte,Kannada
Nimm,Kannada
bayalli,Kannada
.,sym
Baase,Kannada
ijjaandina,Tulu
maatha,Tulu
podu,Tulu
sayyere,Tulu
apuja,Tulu
.,sym
Hello,English
e,Kannada
show,English
eshtu,Kannada
gantege,Kannada
irutthe,Kannada
yaradru,Kannada
heli,Kannada
please,English
.,sym
i,English
liked,English
the,English
judge,English
from,English
the,English
panel,English
hegadthi,Kannada
tulu,Name
is,English
weak,English
but,English
hrudaya,Kannada
is,English
abundant,English
.,sym
Super,English
msg,English
jai,Kannada
hind,Other
yan,Tulu
army,English
lover,English
skit,English
super,English
aathnd,Tulu
.,sym
kapikad,Location
panda,Tulu
ancha,Tulu
.,sym
Kannadadali,Kannada
komodo,Kannada
made,English
no,English
undarstand,English
.,sym
giji,Tulu
giji,Tulu
thoTTeda,Tulu
sound,English
supar,English
.,sym
Aayinaath,Tulu
bega,Kannada
aayena,Tulu
pukuli,Tulu
naad,Tulu
dh,Tulu
korle,Tulu
maare,Tulu
.,sym
Super,English
Nithesh,Name
Acting,English
super,English
bro,English
follow,English
Ur,English
dreams,English
.,sym
yan,Tulu
eth,Tulu
dhina,Kannada
ode,Tulu
podhithe,Tulu
.,sym
Nana,Tulu
buns,Name
janmodu,Tulu
thinandilekka,Tulu
malther,Tulu
Naraka,Tulu
.,sym
Satya,Kannada
unthavuni,Tulu
papadayane,Tulu
.,sym
Backgroundda,Mixed
music,English
kenleye,Tulu
onji,Tulu
saav,Tulu
mare,Tulu
moklenA,Tulu
.,sym
end,English
pirand,Other
pallil,Other
nataka,Kannada
akre,Other
che,Other
.,sym
masth,Tulu
kaamiDi,English
iththumDu,Tulu
thelth,Tulu
thelth,Tulu
saakaamD,Tulu
.,sym
trailer,English
sooper,English
picturegoskara,Mixed
kathondulla,Tulu
.,sym
Dadchi,Tulu
pukuli,Tulu
maaaya,Kannada
.,sym
Undu,Tulu
baletepale,Tulu
ath,Tulu
undu,Tulu
bale,Tulu
potale,Tulu
.,sym
Films,English
Varna,Name
shetty,Name
yer,Tulu
indet,Tulu
radd,Tulu
ponjokul,Tulu
uller,Tulu
.,sym
maskiri,Tulu
kuDlada,Location
Tim,English
da,Tulu
kaamiDi,English
masth,Tulu
ippumDu,Tulu
.,sym
aaahaa,Other
kathi,Other
mithoo,Other
.,sym
Super,English
ajji,Kannada
i,English
like,English
u,English
.,sym
recche,Tulu
dotigge,Tulu
pacchir,Tulu
ithhleka,Tulu
.,sym
Bolar,Location
sir,English
eerna,Tulu
acting,English
epogla,Tulu
outstanding,English
.,sym
kaamiDiD,Tulu
jaasthi,Kannada
boLaar,Location
masth,Tulu
eDDe,Tulu
samdesha,Name
koye9ar,Tulu
.,sym
One,English
of,English
the,English
best,English
keri,Tulu
keri,Tulu
.,sym
Ede,Tulu
nataka,Kannada
maldar,Tulu
sureaadh,Mixed
av,Tulu
radious,English
dha,Tulu
vonthu,Tulu
eth,Tulu
shok,Tulu
athnd,English
.,sym
er,Tulu
avu,Tulu
kalve,Tulu
super,English
athmD,Tulu
.,sym
Wow,English
kati,Other
ramro,Name
geet,Other
congratulations,English
meksam,Name
dai,Other
.,sym
wow,English
ramro,Name
cha,Other
gheet,Other
pukuli,Tulu
maya,Kannada
.,sym
super,English
bhagvatike,Kannada
super,English
story,English
.,sym
Ee,Tulu
scene,English
and,English
camara,English
work,English
and,English
almost,English
premium,English
look,English
baidhund,Tulu
.,sym
Bolar,Location
sirg,Mixed
Kath,Tulu
Kath,Tulu
serial,English
end,English
andu,Tulu
maare,Tulu
.,sym
Full,English
upload,English
Maadi,Kannada
.,sym
Spr,English
tulu,Name
industry,English
bulevodu,Tulu
.,sym
Nickleg,Tulu
stagegu,Mixed
poggu,Tulu
du,Tulu
akodu,Tulu
.,sym
Undu,Tulu
kodyadka,Location
d,Tulu
shoot,English
athina,Tulu
.,sym
Undu,Tulu
nataka,Kannada
thoothe,Tulu
baari,Tulu
Shokundu,Tulu
.,sym
Tulu,Name
panda,Tulu
enku,Tulu
masth,Tulu
ista,Kannada
i,English
love,English
tulu,Name
tulunadu,Location
.,sym
E,Tulu
songn,Mixed
search,English
malthinareg,Tulu
award,English
korodu,Tulu
.,sym
Sume,Kannada
me,Kannada
kering,Tulu
beypad,Tulu
thintha,Tulu
he,English
.,sym
Awaiting,English
Dev,Name
namaskara,Kannada
.,sym
ajjanaa,Kannada
baari,Tulu
porluda,Tulu
sugipu,Tulu
mai,Tulu
manas,Tulu
romaamchana,Kannada
aapumDu,Tulu
.,sym
aahaa,Other
malaaee,Other
saarai,Other
man,Other
parekoo,Other
geeth,Other
.,sym
Yava,Kannada
movie,English
edu,Kannada
.,sym
Kushi,Kannada
aapini,Tulu
panda,Tulu
onjila,Tulu
double,English
meaning,English
ijji,Tulu
suuuprathund,Mixed
.,sym
Athund,Tulu
thojod,Tulu
CHALI,Tulu
.,sym
Full,English
movie,English
padle,Tulu
plzzzzz,English
.,sym
masth,Tulu
ishhTa,Kannada
aayina,Tulu
thulu,Name
sinimaajai,Tulu
thulunaaD,Name
.,sym
Part,English
padle,Tulu
annere,Tulu
bega,Tulu
.,sym
Tulunad,Location
d,Tulu
e,Tulu
song,English
famouse,English
aandu,Tulu
Tuluver,Tulu
unden,Tulu
comedy,English
de,Tulu
dettonuga,Tulu
.,sym
Appu,Name
Tulu,Name
Nataka,Kannada
Devdas,Name
Kapikad,Location
Aravind,Name
Bolar,Location
Bhojraj,Name
Vamanjoor,Location
.,sym
days,English
pakka,Kannada
publicity,English
Madi,Kannada
bro,Name
.,sym
Nice,English
arvind,Name
sir,English
.,sym
Ha,English
andh,Tulu
superb,English
acting,English
mare,Tulu
deepak,Name
.,sym
Boka,Tulu
pooki,Tulu
maya,Kannada
apund,Tulu
.,sym
entertainment,English
kornda,Tulu
program,English
tuyara,Tulu
look,English
ippundu,Tulu
panda,Tulu
yeana,Tulu
abipraya,Kannada
.,sym
Masth,Tulu
shoku,Tulu
athnd,Tulu
.,sym
Wahhh,English
Arvindnna,Name
too,English
good,English
always,English
.,sym
Full,English
movie,English
bodu,Tulu
bro,English
.,sym
mast,Tulu
yedde,Tulu
etendh,Tulu
undu,Tulu
nataka,Kannada
thank,English
you,English
for,English
uploading,English
.,sym
Super,English
enk,Tulu
masth,Tulu
ista,Tulu
bale,Tulu
thelipale,Tulu
i,English
love,English
the,English
comedy,English
.,sym
Kirk,Tulu
Kirk,Tulu
Jodi,Kannada
comedy,Tulu
Baari,Tulu
porludo,Tulu
comedy,English
Thanks,English
from,English
Florida,Location
.,sym
Poora,Tulu
phadle,Tulu
Anna,Kannada
Tundu,Tulu
tundu,Tulu
toodu,Tulu
toodu,Tulu
sakandu,Tulu
.,sym
Puche,Tulu
Erna,Tulu
chikapane,Tulu
burdipver,Tulu
bethe,Tulu
yerla,Tulu
budayer,Tulu
.,sym
Baari,Tulu
edde,Tulu
undu,Tulu
.,sym
Bale,Tulu
telipale,Tulu
super,English
apund,Tulu
thoyare,Tulu
.,sym
Super,English
aar,Tulu
black,English
kobra,English
ulleratha,Tulu
aar,Tulu
superye,Mixed
.,sym
Pls,English
upload,English
video,English
of,English
devdas,Name
kapikad,Location
drama,English
.,sym
poppa,Tulu
phul,English
naaTaka,Kannada
paaDi,Tulu
.,sym
Eeth,Tulu
dina,Kannada
ol,Tulu
itta,Tulu
bro,English
nik,Tulu
bega,Tulu
nadre,Tulu
athuje,Tulu
.,sym
Aravind,Name
bolar,Location
thelike,Tulu
super,English
.,sym
dumbuda,Tulu
samchikeD,Mixed
malla,Tulu
malla,Tulu
veshhalu,Tulu
ullaa,Tulu
.,sym
E,Tulu
episode,English
da,Tulu
making,English
video,English
ijja,Tulu
ittnda,Tulu
upload,English
manpule,Tulu
.,sym
undu,Tulu
vonji,Tulu
comedy,English
na,Tulu
savuda,Tulu
.,sym
Super,English
navinna,Kannada
irna,Tulu
badal,Tulu
bethe,Tulu
er,Tulu
manthndala,Tulu
irna,Tulu
samak,Tulu
barandh,Tulu
.,sym
namma,Kannada
channeld,Mixed
uondu,Tulu
.,sym
I,English
love,English
this,English
bale,Tulu
telipale,Tulu
.,sym
super,English
ajji,Kannada
sok,Tulu
thamase,Kannada
malder,Tulu
.,sym
Marmal,Tulu
over,English
acting,English
kami,Tulu
mlpule,Tulu
bka,Tulu
yedde,Tulu
apnd,Tulu
.,sym
manoramjaneya,Kannada
mahaa,Kannada
pura,Kannada
.,sym
Perfect,English
comedian,English
aravindanna,Name
.,sym
Full,English
padle,Tulu
nataka,Kannada
.,sym
Urudha,Tulu
pura,Tulu
laik,Tulu
aondheethand,Tulu
.,sym
Yavagalu,Kannada
hoda,Kannada
kadege,Kannada
hoguttiddare,Kannada
sasara,Kannada
.,sym
Ajjana,Kannada
part,English
madidavaru,Kannada
awesome,English
.,sym
Prashant,Name
super,English
Dialogue,English
ponjov,Tulu
undu,Tulu
ponjova,Tulu
.,sym
Baari,Tulu
baari,Tulu
shoku,Tulu
.,sym
Golpappa,Other
is,English
waste,English
ammama,Tulu
sajjige,Tulu
is,English
best,English
.,sym
Bete,Tulu
dala,Tulu
maya,Kannada
aijida,Tulu
yaav,Tulu
.,sym
Edappally,Location
De,Tulu
India,Location
full,English
.,sym
LAikanthnd,Tulu
ajjina,Kannada
dialogue,English
.,sym
Bro,English
movie,English
upload,English
malpi,Tulu
.,sym
Suruuu,Tulu
Nik,Tulu
Shaale,Kannada
yapa,Tulu
startapuni,Mixed
pan,Tulu
.,sym
Umesh,Name
enna,Tulu
maamu,Tulu
I,English
am,English
so,English
lucky,English
.,sym
thapaaeeamkoo,Other
samgeethik,Other
yaathraa,Other
niranthar,Other
agaadi,Other
badhoos,Other
subhakaamanaa,Other
chh,Other
.,sym
Vamanjur,Location
sir,English
thett,Tulu
ponjove,Tulu
arana,Tulu
yedur,Tulu
ponjovl,Tulu
saither,Tulu
.,sym
Masth,Tulu
yedde,Tulu
movie,English
.,sym
Mast,Tulu
shoku,Tulu
aatundu,Tulu
madimal,Tulu
super,English
aater,Tulu
umesh,Name
erena,Tulu
acting,English
soooooooooooooooper,English
.,sym
Kattappa,Name
Bahubali,Name
n,Tulu
daye,Tulu
kerni,Tulu
.,sym
Yellaru,Kannada
nana,Kannada
Chanelnnu,Mixed
suport,English
maadi,Kannada
.,sym
Kudla,Location
dakle,Tulu
jasti,Tulu
views,English
malpainandh,Tulu
e,Tulu
video,English
n,Tulu
.,sym
Comedy,English
with,English
no,English
meaning,English
yenche,Tulu
soku,Tulu
maraiyere,Tulu
.,sym
Ajji,Kannada
qut,English
ummmmmmmmmmmma,Tulu
lvu,English
.,sym
Yet,Tulu
sala,Tulu
tundala,Tulu
bore,Tulu
apuji,Tulu
.,sym
Aaha,English
meksam,Name
dai,Other
babal,Other
geet,Other
.,sym
Comedy,English
n,Tulu
Comedy,English
adhe,Tulu
Thuvodu,Tulu
.,sym
DEVARNAJA,Tulu
TELIKE,Tulu
TADEYARA,Tulu
AAPUJI,Tulu
AATH,Tulu
FEELD,Tulu
PANNAGA,Tulu
.,sym
Gunjan,Name
ka,Other
dard,Other
.,sym
Super,English
comedy,English
devdas,Name
kapikad,Location
sirna,Mixed
.,sym
Pukuli,Tulu
maya,Kannada
olu,Tulu
naaDunu,Tulu
mare,Tulu
.,sym
Banji,Tulu
benend,Tulu
mare,Tulu
telthed,Tulu
Enna,Tulu
jwara,Kannada
olu,Tulu
ponda,Tulu
mare,Tulu
.,sym
Bareonje,Tulu
sokuda,Tulu
show,English
yenkulegu,Tulu
thelthudu,Tulu
thelthudu,Tulu
saku,Tulu
andu,Tulu
Thank,English
u,English
for,English
all,English
.,sym
aaye,Tulu
oamchuru,Tulu
parthenaamd,Tulu
.,sym
Superb,English
top,English
album,English
song,English
edde,Tulu
entertainment,English
Thankyou,English
Congratulations,English
whole,English
team,English
.,sym
Koragajjana,Name
katnikan,Tulu
thojipayinik,Tulu
masth,Tulu
tnx,English
.,sym
Superb,English
music,English
nice,English
lyrics,English
Enchina,Tulu
song,English
Tulu,Name
d,Tulu
barod,Tulu
.,sym
Swamy,Name
poppa,Tulu
Yekka,Tulu
sakadha,Tulu
dialogue,English
.,sym
Ayena,Tulu
pukuli,Tulu
yakkur,Location
da,Tulu
da,Tulu
unduge,Tulu
.,sym
Sonu,Name
Nigam,Name
barper,Tulu
savugu,Tulu
.,sym
aaravimd,Name
saar,English
ir,Tulu
ora,Tulu
modi,Name
na,Tulu
veshha,Kannada
paDle,Tulu
Makeup,English
s,English
No,English
hygienic,English
practice,English
.,sym
Namma,Kannada
tulu,Tulu
comedyde,Mixed
best,English
.,sym
dayaadid,Tulu
DiliT,English
malpule,Tulu
